1.621246337890625000e-05,-2.198315470069193631e-02,7.114005088806152344e-01,3.010270595550537109e+00
1.906824111938476562e-02,-2.078407353519964862e-02,6.128567457199096680e-01,2.969146966934204102e+00
3.764915466308593750e-02,-2.091730477580990705e-02,5.869781970977783203e-01,3.013640642166137695e+00
5.622887611389160156e-02,-2.065084229458939713e-02,7.192540168762207031e-01,3.003072738647460938e+00
7.475805282592773438e-02,-1.811944872299456680e-02,7.141458988189697266e-01,3.050988316535949707e+00
9.329080581665039062e-02,-2.224961718191244622e-02,7.357311248779296875e-01,3.041052818298339844e+00
1.118016242980957031e-01,-2.278254214435346259e-02,6.766086816787719727e-01,3.051611781120300293e+00
1.303274631500244141e-01,-2.158346097886117490e-02,7.275909185409545898e-01,3.042753338813781738e+00
1.487991809844970703e-01,-2.011791733214838077e-02,6.355923414230346680e-01,2.997863888740539551e+00
1.673045158386230469e-01,-1.838591120421507324e-02,7.273906469345092773e-01,2.999475598335266113e+00
1.858286857604980469e-01,-2.278254214435346259e-02,6.937718391418457031e-01,3.007448315620422363e+00
2.043173313140869141e-01,-1.905206740726634457e-02,6.613290309906005859e-01,3.002622723579406738e+00
2.227904796600341797e-01,-2.131699849764066845e-02,6.212586164474487305e-01,2.999987602233886719e+00
2.412579059600830078e-01,-1.985145485092787085e-02,6.838554143905639648e-01,2.997635006904602051e+00
2.597537040710449219e-01,-2.145022973825091994e-02,6.843429803848266602e-01,3.024637699127197266e+00
2.792282104492187500e-01,-2.065084229458939713e-02,6.682538986206054688e-01,3.041617870330810547e+00
2.980482578277587891e-01,-1.918529864787659953e-02,7.331186532974243164e-01,3.041647672653198242e+00
3.165104389190673828e-01,-2.011791733214838077e-02,7.471686601638793945e-01,3.041201233863830566e+00
3.349859714508056641e-01,-2.065084229458939713e-02,7.101720571517944336e-01,3.017953038215637207e+00
3.535091876983642578e-01,-1.931852988848685448e-02,7.309669256210327148e-01,3.004347085952758789e+00
3.719563484191894531e-01,-2.091730477580990705e-02,7.076632976531982422e-01,2.995925545692443848e+00
3.904154300689697266e-01,-2.224961718191244622e-02,7.149457931518554688e-01,2.997472286224365234e+00
4.088823795318603516e-01,-2.051761105397914217e-02,6.139272451400756836e-01,3.007912635803222656e+00
4.273836612701416016e-01,-2.078407353519964862e-02,7.087826728820800781e-01,3.025676608085632324e+00
4.458355903625488281e-01,-1.718683003872278556e-02,6.786161661148071289e-01,3.046099543571472168e+00
4.642865657806396484e-01,-2.398162330984575027e-02,6.712955236434936523e-01,3.031210303306579590e+00
4.827444553375244141e-01,-1.905206740726634457e-02,6.518393754959106445e-01,3.050153851509094238e+00
5.012204647064208984e-01,-1.918529864787659953e-02,7.268726825714111328e-01,3.045813441276550293e+00
5.197148323059082031e-01,-1.971822361031761936e-02,7.179224491119384766e-01,3.049199581146240234e+00
5.381710529327392578e-01,-2.211638594130218780e-02,6.967133283615112305e-01,3.023783564567565918e+00
5.568196773529052734e-01,-2.131699849764066845e-02,6.986790895462036133e-01,3.016575574874877930e+00
5.753245353698730469e-01,-1.905206740726634457e-02,6.810516119003295898e-01,3.012545704841613770e+00
5.937905311584472656e-01,-2.038437981336888721e-02,6.246519088745117188e-01,3.011573553085327148e+00
6.122572422027587891e-01,-2.398162330984575027e-02,6.841385364532470703e-01,3.018305301666259766e+00
6.307313442230224609e-01,-2.065084229458939713e-02,6.130564212799072266e-01,3.009132742881774902e+00
6.492733955383300781e-01,-2.264931090374320763e-02,5.949169397354125977e-01,3.032945394515991211e+00
6.678576469421386719e-01,-1.985145485092787085e-02,6.407576799392700195e-01,3.083437681198120117e+00
6.863327026367187500e-01,-1.958499236970736093e-02,6.867557764053344727e-01,3.059548735618591309e+00
7.048716545104980469e-01,-1.598774887323049787e-02,7.191717624664306641e-01,3.056925535202026367e+00
7.234156131744384766e-01,-2.145022973825091994e-02,6.992250680923461914e-01,3.049222826957702637e+00
7.418880462646484375e-01,-2.158346097886117490e-02,7.103645801544189453e-01,3.045960068702697754e+00
7.603681087493896484e-01,-1.798621748238431184e-02,7.069379091262817383e-01,3.009997606277465820e+00
7.788696289062500000e-01,-1.878560492604583465e-02,7.182395458221435547e-01,3.003504872322082520e+00
7.973239421844482422e-01,-2.211638594130218780e-02,6.350731849670410156e-01,3.002421855926513672e+00
8.158628940582275391e-01,-2.025114857275863225e-02,6.364518404006958008e-01,3.004057407379150391e+00
8.343253135681152344e-01,-2.211638594130218780e-02,6.205356121063232422e-01,3.046179413795471191e+00
8.528149127960205078e-01,-2.278254214435346259e-02,6.130152940750122070e-01,3.051854968070983887e+00
8.712737560272216797e-01,-2.078407353519964862e-02,6.930613517761230469e-01,3.048811554908752441e+00
8.897433280944824219e-01,-1.985145485092787085e-02,7.344853878021240234e-01,3.052160739898681641e+00
9.082510471343994141e-01,-1.958499236970736093e-02,7.311898469924926758e-01,3.049039840698242188e+00
9.268639087677001953e-01,-1.878560492604583465e-02,7.353174686431884766e-01,3.048173785209655762e+00
9.453227519989013672e-01,-1.998468609153812234e-02,7.212841510772705078e-01,3.024333715438842773e+00
9.638199806213378906e-01,-1.918529864787659953e-02,6.709885597229003906e-01,2.998665571212768555e+00
9.822762012481689453e-01,-2.304900462557397250e-02,7.167655229568481445e-01,3.010756969451904297e+00
1.000776290893554688e+00,-1.931852988848685448e-02,6.083232164382934570e-01,3.003032803535461426e+00
1.019250392913818359e+00,-1.958499236970736093e-02,6.373143196105957031e-01,3.024270534515380859e+00
1.037814378738403320e+00,-2.158346097886117490e-02,6.256699562072753906e-01,3.033740520477294922e+00
1.056292772293090820e+00,-2.038437981336888721e-02,6.654548645019531250e-01,3.038918972015380859e+00
1.074801445007324219e+00,-1.985145485092787085e-02,6.964939832687377930e-01,3.052288293838500977e+00
1.093307971954345703e+00,-1.931852988848685448e-02,7.063072919845581055e-01,3.050823807716369629e+00
1.111839294433593750e+00,-1.798621748238431184e-02,7.322555780410766602e-01,3.051766157150268555e+00
1.130373001098632812e+00,-1.718683003872278556e-02,7.258337736129760742e-01,3.046414852142333984e+00
1.148766994476318359e+00,-2.238284842252269771e-02,7.096636295318603516e-01,3.039466738700866699e+00
1.168545007705688477e+00,-2.251607966313295267e-02,7.188695669174194336e-01,3.011164069175720215e+00
1.187034606933593750e+00,-2.025114857275863225e-02,5.880236625671386719e-01,3.025197386741638184e+00
1.205502510070800781e+00,-1.971822361031761936e-02,6.091588735580444336e-01,3.018819689750671387e+00
1.221101522445678711e+00,-2.118376725703041003e-02,7.409369945526123047e-01,3.050317764282226562e+00
1.233158349990844727e+00,-1.891883616665609308e-02,7.191783189773559570e-01,3.001060485839843750e+00
1.245269536972045898e+00,-1.838591120421507324e-02,6.111043691635131836e-01,3.053454756736755371e+00
1.257343530654907227e+00,-2.211638594130218780e-02,7.182383537292480469e-01,3.053113818168640137e+00
1.269477128982543945e+00,-2.131699849764066845e-02,6.143867969512939453e-01,3.027534484863281250e+00
1.281573534011840820e+00,-1.998468609153812234e-02,7.132667303085327148e-01,3.052002191543579102e+00
1.293652534484863281e+00,-1.958499236970736093e-02,7.128751277923583984e-01,3.003410100936889648e+00
1.305721044540405273e+00,-1.865237368543558316e-02,6.044220924377441406e-01,3.051667213439941406e+00
1.317798376083374023e+00,-2.278254214435346259e-02,7.110363245010375977e-01,3.041601777076721191e+00
1.329873561859130859e+00,-2.131699849764066845e-02,6.415337324142456055e-01,3.047636151313781738e+00
1.341937303543090820e+00,-1.865237368543558316e-02,7.318192720413208008e-01,3.052965998649597168e+00
1.354005098342895508e+00,-2.131699849764066845e-02,7.216763496398925781e-01,3.005481958389282227e+00
1.366170644760131836e+00,-2.131699849764066845e-02,7.026988267898559570e-01,3.047847747802734375e+00
1.378052711486816406e+00,-1.945176112909710944e-02,7.125109434127807617e-01,3.016493916511535645e+00
1.389878273010253906e+00,-2.184992346008168482e-02,6.053096055984497070e-01,3.054040074348449707e+00
1.401665449142456055e+00,-2.131699849764066845e-02,7.234913110733032227e-01,3.049747943878173828e+00
1.413482189178466797e+00,-2.184992346008168482e-02,6.162202358245849609e-01,3.007357716560363770e+00
1.425291299819946289e+00,-2.251607966313295267e-02,7.113438844680786133e-01,3.044294118881225586e+00
1.437104701995849609e+00,-1.945176112909710944e-02,6.958228349685668945e-01,3.006452322006225586e+00
1.448924303054809570e+00,-2.091730477580990705e-02,6.050187349319458008e-01,3.054620623588562012e+00
1.460733413696289062e+00,-2.171669221947142639e-02,7.132023572921752930e-01,3.004548549652099609e+00
1.472669601440429688e+00,-2.198315470069193631e-02,6.260442733764648438e-01,3.022574186325073242e+00
1.484760522842407227e+00,-2.065084229458939713e-02,7.290965318679809570e-01,3.052483797073364258e+00
1.496825456619262695e+00,-2.131699849764066845e-02,5.875390768051147461e-01,3.013091087341308594e+00
1.508934020996093750e+00,-1.958499236970736093e-02,6.034576892852783203e-01,3.027902245521545410e+00
1.521036386489868164e+00,-2.171669221947142639e-02,6.652581691741943359e-01,3.021978139877319336e+00
1.533202886581420898e+00,-2.118376725703041003e-02,6.070560216903686523e-01,3.020381331443786621e+00
1.545279979705810547e+00,-2.051761105397914217e-02,7.073169946670532227e-01,3.047362565994262695e+00
1.557333469390869141e+00,-2.091730477580990705e-02,5.883723497390747070e-01,3.008820414543151855e+00
1.569656372070312500e+00,-2.238284842252269771e-02,6.082463264465332031e-01,3.056149482727050781e+00
1.581543922424316406e+00,-2.318223586618422399e-02,7.021009922027587891e-01,3.016566038131713867e+00
1.593561172485351562e+00,-2.211638594130218780e-02,5.954009294509887695e-01,3.056226968765258789e+00
1.605620861053466797e+00,-2.065084229458939713e-02,7.001346349716186523e-01,3.056792020797729492e+00
